# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
859,Pre-Flop,0,34004,-34004,CHECK,0,"['9h', 'Ah']","['4d', 'As']","['2s', '8d']",,Ad,100,100
859,Flop,1,34004,-34004,CHECK,0,"['9h', 'Ah']","['4d', 'As']","['2s', '8d', '2d']",,Ad,100,100
859,Flop,0,34004,-34004,CHECK,0,"['9h', 'Ah']","['4d', 'As']","['2s', '8d', '2d']",,Ad,100,100
859,Turn,1,34004,-34004,FOLD,0,"['9h', 'Ah']","['4d', 'As']","['2s', '8d', '2d', '7s']",,Ad,100,100
860,Pre-Flop,0,34104,-34104,RAISE,98,"['9s', 'Ah']","['4h', '5h']","['9d', '9h']",,,1,1
860,Pre-Flop,1,34104,-34104,DISCARD,0,"['9s', 'Ah']","['4h', '5h']","['9d', '9h']",,,2,2
860,Pre-Flop,1,34104,-34104,FOLD,0,"['9s', 'Ah']","['4h', '6s']","['9d', '9h']",,5h,2,2
861,Pre-Flop,1,34106,-34106,DISCARD,0,"['Ah', 'Ad']","['7h', '6h']","['6d', '5s']",,,1,1
861,Pre-Flop,1,34106,-34106,RAISE,94,"['Ah', 'Ad']","['7h', '8s']","['6d', '5s']",,6h,1,1
861,Pre-Flop,0,34106,-34106,RAISE,4,"['Ah', 'Ad']","['7h', '8s']","['6d', '5s']",,6h,2,2
861,Pre-Flop,1,34106,-34106,CALL,0,"['Ah', 'Ad']","['7h', '8s']","['6d', '5s']",,6h,96,96
861,Pre-Flop,0,34106,-34106,CHECK,0,"['Ah', 'Ad']","['7h', '8s']","['6d', '5s']",,6h,100,100
861,Flop,1,34106,-34106,FOLD,0,"['Ah', 'Ad']","['7h', '8s']","['6d', '5s', '8h']",,6h,100,100
862,Pre-Flop,0,34206,-34206,RAISE,98,"['8h', '6s']","['9s', '7d']","['7h', '5h']",,,1,1
862,Pre-Flop,1,34206,-34206,DISCARD,0,"['8h', '6s']","['9s', '7d']","['7h', '5h']",,,2,2
862,Pre-Flop,1,34206,-34206,FOLD,0,"['8h', '6s']","['Ad', '7d']","['7h', '5h']",,9s,2,2
863,Pre-Flop,1,34208,-34208,DISCARD,0,"['5s', '7d']","['2s', '9d']","['4d', '9s']",,,1,1
863,Pre-Flop,1,34208,-34208,RAISE,42,"['5s', '7d']","['2s', '3s']","['4d', '9s']",,9d,1,1
863,Pre-Flop,0,34208,-34208,RAISE,56,"['5s', '7d']","['2s', '3s']","['4d', '9s']",,9d,2,2
863,Pre-Flop,1,34208,-34208,FOLD,0,"['5s', '7d']","['2s', '3s']","['4d', '9s']",,9d,44,44
864,Pre-Flop,0,34252,-34252,RAISE,98,"['7h', '3s']","['6s', '6d']","['4s', '8s']",,,1,1
864,Pre-Flop,1,34252,-34252,DISCARD,0,"['7h', '3s']","['6s', '6d']","['4s', '8s']",,,2,2
864,Pre-Flop,1,34252,-34252,FOLD,0,"['7h', '3s']","['4h', '6d']","['4s', '8s']",,6s,2,2
865,Pre-Flop,1,34254,-34254,FOLD,0,"['4s', 'Ad']","['7s', '4h']","['7h', '9d']",,,1,1
866,Pre-Flop,0,34255,-34255,RAISE,98,"['Ah', '2s']","['2h', 'As']","['3d', '4s']",,,1,1
866,Pre-Flop,1,34255,-34255,DISCARD,0,"['Ah', '2s']","['2h', 'As']","['3d', '4s']",,,2,2
866,Pre-Flop,1,34255,-34255,FOLD,0,"['Ah', '2s']","['2h', '5h']","['3d', '4s']",,As,2,2
867,Pre-Flop,1,34257,-34257,RAISE,51,"['5s', '7s']","['2s', '3h']","['4d', '9h']",,,1,1
867,Pre-Flop,0,34257,-34257,RAISE,47,"['5s', '7s']","['2s', '3h']","['4d', '9h']",,,2,2
867,Pre-Flop,1,34257,-34257,FOLD,0,"['5s', '7s']","['2s', '3h']","['4d', '9h']",,,53,53
868,Pre-Flop,0,34310,-34310,RAISE,98,"['8d', '9s']","['7s', '4h']","['2d', '6h']",,,1,1
868,Pre-Flop,1,34310,-34310,FOLD,0,"['8d', '9s']","['7s', '4h']","['2d', '6h']",,,2,2
869,Pre-Flop,1,34312,-34312,DISCARD,0,"['Ah', '9h']","['7d', '6h']","['6d', '3h']",,,1,1
869,Pre-Flop,1,34312,-34312,RAISE,80,"['Ah', '9h']","['4h', '6h']","['6d', '3h']",,7d,1,1
869,Pre-Flop,0,34312,-34312,RAISE,18,"['Ah', '9h']","['4h', '6h']","['6d', '3h']",,7d,2,2
869,Pre-Flop,1,34312,-34312,CALL,0,"['Ah', '9h']","['4h', '6h']","['6d', '3h']",,7d,82,82
869,Pre-Flop,0,34312,-34312,CHECK,0,"['Ah', '9h']","['4h', '6h']","['6d', '3h']",,7d,100,100
869,Flop,1,34312,-34312,FOLD,0,"['Ah', '9h']","['4h', '6h']","['6d', '3h', '4d']",,7d,100,100
870,Pre-Flop,0,34412,-34412,RAISE,98,"['7d', '9h']","['As', '3d']","['Ad', '7h']",,,1,1
870,Pre-Flop,1,34412,-34412,FOLD,0,"['7d', '9h']","['As', '3d']","['Ad', '7h']",,,2,2
871,Pre-Flop,1,34414,-34414,RAISE,91,"['5s', '7h']","['As', '3h']","['Ah', '7s']",,,1,1
871,Pre-Flop,0,34414,-34414,RAISE,7,"['5s', '7h']","['As', '3h']","['Ah', '7s']",,,2,2
871,Pre-Flop,1,34414,-34414,FOLD,0,"['5s', '7h']","['As', '3h']","['Ah', '7s']",,,93,93
872,Pre-Flop,0,34507,-34507,RAISE,98,"['4s', '7h']","['5h', '6h']","['5s', '9d']",,,1,1
872,Pre-Flop,1,34507,-34507,FOLD,0,"['4s', '7h']","['5h', '6h']","['5s', '9d']",,,2,2
873,Pre-Flop,1,34509,-34509,CALL,0,"['8d', '7d']","['9s', '6s']","['Ah', '9d']",,,1,1
873,Pre-Flop,0,34509,-34509,RAISE,98,"['8d', '7d']","['9s', '6s']","['Ah', '9d']",,,2,2
873,Pre-Flop,1,34509,-34509,CALL,0,"['8d', '7d']","['9s', '6s']","['Ah', '9d']",,,2,2
873,Pre-Flop,0,34509,-34509,CHECK,0,"['8d', '7d']","['9s', '6s']","['Ah', '9d']",,,100,100
873,Flop,1,34509,-34509,FOLD,0,"['8d', '7d']","['9s', '6s']","['Ah', '9d', '4d']",,,100,100
874,Pre-Flop,0,34609,-34609,RAISE,98,"['4s', '8d']","['8h', '2h']","['7d', 'Ad']",,,1,1
874,Pre-Flop,1,34609,-34609,CALL,0,"['4s', '8d']","['8h', '2h']","['7d', 'Ad']",,,2,2
874,Flop,0,34609,-34609,CHECK,0,"['4s', '8d']","['8h', '2h']","['7d', 'Ad', '9h']",,,100,100
874,Flop,1,34609,-34609,DISCARD,0,"['4s', '8d']","['8h', '2h']","['7d', 'Ad', '9h']",,,100,100
874,Flop,1,34609,-34609,FOLD,0,"['4s', '8d']","['5h', '2h']","['7d', 'Ad', '9h']",,8h,100,100
875,Pre-Flop,1,34709,-34709,CALL,0,"['5s', '8d']","['5d', '3s']","['8h', 'As']",,,1,1
875,Pre-Flop,0,34709,-34709,RAISE,98,"['5s', '8d']","['5d', '3s']","['8h', 'As']",,,2,2
875,Pre-Flop,1,34709,-34709,DISCARD,0,"['5s', '8d']","['5d', '3s']","['8h', 'As']",,,2,2
875,Pre-Flop,1,34709,-34709,FOLD,0,"['5s', '8d']","['4h', '3s']","['8h', 'As']",,5d,2,2
876,Pre-Flop,0,34711,-34711,RAISE,98,"['6h', '9s']","['5s', '7d']","['6d', '7h']",,,1,1
876,Pre-Flop,1,34711,-34711,CALL,0,"['6h', '9s']","['5s', '7d']","['6d', '7h']",,,2,2
876,Flop,0,34711,-34711,CHECK,0,"['6h', '9s']","['5s', '7d']","['6d', '7h', '5d']",,,100,100
876,Flop,1,34711,-34711,DISCARD,0,"['6h', '9s']","['5s', '7d']","['6d', '7h', '5d']",,,100,100
876,Flop,1,34711,-34711,FOLD,0,"['6h', '9s']","['4s', '7d']","['6d', '7h', '5d']",,5s,100,100
877,Pre-Flop,1,34811,-34811,FOLD,0,"['6s', '3s']","['5s', '8d']","['4d', '7s']",,,1,1
878,Pre-Flop,0,34812,-34812,RAISE,98,"['5d', '4h']","['2d', '3d']","['8s', '7h']",,,1,1
878,Pre-Flop,1,34812,-34812,DISCARD,0,"['5d', '4h']","['2d', '3d']","['8s', '7h']",,,2,2
878,Pre-Flop,1,34812,-34812,CALL,0,"['5d', '4h']","['2d', 'Ad']","['8s', '7h']",,3d,2,2
878,Flop,0,34812,-34812,CHECK,0,"['5d', '4h']","['2d', 'Ad']","['8s', '7h', '9d']",,3d,100,100
878,Flop,1,34812,-34812,CHECK,0,"['5d', '4h']","['2d', 'Ad']","['8s', '7h', '9d']",,3d,100,100
878,Turn,0,34812,-34812,CHECK,0,"['5d', '4h']","['2d', 'Ad']","['8s', '7h', '9d', '4s']",,3d,100,100
878,Turn,1,34812,-34812,FOLD,0,"['5d', '4h']","['2d', 'Ad']","['8s', '7h', '9d', '4s']",,3d,100,100
879,Pre-Flop,1,34912,-34912,FOLD,0,"['As', '7h']","['3d', '8s']","['4d', 'Ah']",,,1,1
880,Pre-Flop,0,34913,-34913,RAISE,98,"['3d', 'Ah']","['2s', '6h']","['4d', '7h']",,,1,1
880,Pre-Flop,1,34913,-34913,FOLD,0,"['3d', 'Ah']","['2s', '6h']","['4d', '7h']",,,2,2
881,Pre-Flop,1,34915,-34915,DISCARD,0,"['2s', '5s']","['7s', '3h']","['6s', '9h']",,,1,1
881,Pre-Flop,1,34915,-34915,CALL,0,"['2s', '5s']","['7s', '6h']","['6s', '9h']",,3h,1,1
881,Pre-Flop,0,34915,-34915,RAISE,98,"['2s', '5s']","['7s', '6h']","['6s', '9h']",,3h,2,2
881,Pre-Flop,1,34915,-34915,FOLD,0,"['2s', '5s']","['7s', '6h']","['6s', '9h']",,3h,2,2
882,Pre-Flop,0,34917,-34917,RAISE,98,"['4s', '6d']","['7d', '8s']","['5h', '5s']",,,1,1
882,Pre-Flop,1,34917,-34917,FOLD,0,"['4s', '6d']","['7d', '8s']","['5h', '5s']",,,2,2
883,Pre-Flop,1,34919,-34919,FOLD,0,"['6s', 'Ah']","['As', '7h']","['8h', '8s']",,,1,1
884,Pre-Flop,0,34920,-34920,RAISE,98,"['8d', '9s']","['2s', 'As']","['5h', '6s']",,,1,1
884,Pre-Flop,1,34920,-34920,DISCARD,0,"['8d', '9s']","['2s', 'As']","['5h', '6s']",,,2,2
884,Pre-Flop,1,34920,-34920,FOLD,0,"['8d', '9s']","['8h', 'As']","['5h', '6s']",,2s,2,2
885,Pre-Flop,1,34922,-34922,DISCARD,0,"['2d', '7s']","['4d', '9d']","['5d', '3s']",,,1,1
885,Pre-Flop,1,34922,-34922,RAISE,96,"['2d', '7s']","['4d', '5s']","['5d', '3s']",,9d,1,1
885,Pre-Flop,0,34922,-34922,RAISE,2,"['2d', '7s']","['4d', '5s']","['5d', '3s']",,9d,2,2
885,Pre-Flop,1,34922,-34922,CALL,0,"['2d', '7s']","['4d', '5s']","['5d', '3s']",,9d,98,98
885,Pre-Flop,0,34922,-34922,CHECK,0,"['2d', '7s']","['4d', '5s']","['5d', '3s']",,9d,100,100
885,Flop,1,34922,-34922,FOLD,0,"['2d', '7s']","['4d', '5s']","['5d', '3s', '8d']",,9d,100,100
886,Pre-Flop,0,35022,-35022,RAISE,98,"['7d', '9s']","['3h', '8s']","['9h', 'Ah']",,,1,1
886,Pre-Flop,1,35022,-35022,FOLD,0,"['7d', '9s']","['3h', '8s']","['9h', 'Ah']",,,2,2
887,Pre-Flop,1,35024,-35024,DISCARD,0,"['Ad', '7h']","['6h', '6d']","['7d', '8h']",,,1,1
887,Pre-Flop,1,35024,-35024,FOLD,0,"['Ad', '7h']","['6h', '9d']","['7d', '8h']",,6d,1,1
888,Pre-Flop,0,35025,-35025,RAISE,98,"['4d', '2d']","['Ad', '3d']","['2s', '9s']",,,1,1
888,Pre-Flop,1,35025,-35025,CALL,0,"['4d', '2d']","['Ad', '3d']","['2s', '9s']",,,2,2
888,Flop,0,35025,-35025,CHECK,0,"['4d', '2d']","['Ad', '3d']","['2s', '9s', '8s']",,,100,100
888,Flop,1,35025,-35025,FOLD,0,"['4d', '2d']","['Ad', '3d']","['2s', '9s', '8s']",,,100,100
889,Pre-Flop,1,35125,-35125,DISCARD,0,"['2s', '7h']","['7d', 'Ah']","['3s', '9s']",,,1,1
889,Pre-Flop,1,35125,-35125,CALL,0,"['2s', '7h']","['7d', '9h']","['3s', '9s']",,Ah,1,1
889,Pre-Flop,0,35125,-35125,RAISE,98,"['2s', '7h']","['7d', '9h']","['3s', '9s']",,Ah,2,2
889,Pre-Flop,1,35125,-35125,CALL,0,"['2s', '7h']","['7d', '9h']","['3s', '9s']",,Ah,2,2
889,Pre-Flop,0,35125,-35125,CHECK,0,"['2s', '7h']","['7d', '9h']","['3s', '9s']",,Ah,100,100
889,Flop,1,35125,-35125,CHECK,0,"['2s', '7h']","['7d', '9h']","['3s', '9s', 'Ad']",,Ah,100,100
889,Flop,0,35125,-35125,CHECK,0,"['2s', '7h']","['7d', '9h']","['3s', '9s', 'Ad']",,Ah,100,100
889,Turn,1,35125,-35125,FOLD,0,"['2s', '7h']","['7d', '9h']","['3s', '9s', 'Ad', '4h']",,Ah,100,100
890,Pre-Flop,0,35225,-35225,RAISE,98,"['5d', '7d']","['As', '3h']","['8h', '2h']",,,1,1
890,Pre-Flop,1,35225,-35225,FOLD,0,"['5d', '7d']","['As', '3h']","['8h', '2h']",,,2,2
891,Pre-Flop,1,35227,-35227,RAISE,64,"['9d', '6s']","['8s', '4h']","['8h', '2d']",,,1,1
891,Pre-Flop,0,35227,-35227,RAISE,34,"['9d', '6s']","['8s', '4h']","['8h', '2d']",,,2,2
891,Pre-Flop,1,35227,-35227,FOLD,0,"['9d', '6s']","['8s', '4h']","['8h', '2d']",,,66,66
892,Pre-Flop,0,35293,-35293,RAISE,98,"['3d', '6d']","['5h', 'Ad']","['2d', '8d']",,,1,1
892,Pre-Flop,1,35293,-35293,FOLD,0,"['3d', '6d']","['5h', 'Ad']","['2d', '8d']",,,2,2
893,Pre-Flop,1,35295,-35295,DISCARD,0,"['7d', '2s']","['5d', '2d']","['8h', '8s']",,,1,1
893,Pre-Flop,1,35295,-35295,FOLD,0,"['7d', '2s']","['5h', '2d']","['8h', '8s']",,5d,1,1
894,Pre-Flop,0,35296,-35296,RAISE,98,"['9s', '8h']","['2d', '7d']","['3h', '8s']",,,1,1
894,Pre-Flop,1,35296,-35296,DISCARD,0,"['9s', '8h']","['2d', '7d']","['3h', '8s']",,,2,2
894,Pre-Flop,1,35296,-35296,CALL,0,"['9s', '8h']","['2h', '7d']","['3h', '8s']",,2d,2,2
894,Flop,0,35296,-35296,CHECK,0,"['9s', '8h']","['2h', '7d']","['3h', '8s', '6h']",,2d,100,100
894,Flop,1,35296,-35296,CHECK,0,"['9s', '8h']","['2h', '7d']","['3h', '8s', '6h']",,2d,100,100
894,Turn,0,35296,-35296,CHECK,0,"['9s', '8h']","['2h', '7d']","['3h', '8s', '6h', '5s']",,2d,100,100
894,Turn,1,35296,-35296,FOLD,0,"['9s', '8h']","['2h', '7d']","['3h', '8s', '6h', '5s']",,2d,100,100
895,Pre-Flop,1,35396,-35396,RAISE,98,"['9h', '8s']","['7s', 'Ad']","['3s', '3h']",,,1,1
895,Pre-Flop,0,35396,-35396,CALL,0,"['9h', '8s']","['7s', 'Ad']","['3s', '3h']",,,2,2
895,Flop,1,35396,-35396,FOLD,0,"['9h', '8s']","['7s', 'Ad']","['3s', '3h', '5h']",,,100,100
896,Pre-Flop,0,35496,-35496,RAISE,98,"['6s', '5s']","['9h', '7d']","['4s', '2h']",,,1,1
896,Pre-Flop,1,35496,-35496,CALL,0,"['6s', '5s']","['9h', '7d']","['4s', '2h']",,,2,2
896,Flop,0,35496,-35496,CHECK,0,"['6s', '5s']","['9h', '7d']","['4s', '2h', '4d']",,,100,100
896,Flop,1,35496,-35496,CHECK,0,"['6s', '5s']","['9h', '7d']","['4s', '2h', '4d']",,,100,100
896,Turn,0,35496,-35496,CHECK,0,"['6s', '5s']","['9h', '7d']","['4s', '2h', '4d', '8s']",,,100,100
896,Turn,1,35496,-35496,FOLD,0,"['6s', '5s']","['9h', '7d']","['4s', '2h', '4d', '8s']",,,100,100
897,Pre-Flop,1,35596,-35596,DISCARD,0,"['5d', '8d']","['4s', '3d']","['3h', '2d']",,,1,1
897,Pre-Flop,1,35596,-35596,CALL,0,"['5d', '8d']","['9s', '3d']","['3h', '2d']",,4s,1,1
897,Pre-Flop,0,35596,-35596,RAISE,98,"['5d', '8d']","['9s', '3d']","['3h', '2d']",,4s,2,2
897,Pre-Flop,1,35596,-35596,CALL,0,"['5d', '8d']","['9s', '3d']","['3h', '2d']",,4s,2,2
897,Pre-Flop,0,35596,-35596,CHECK,0,"['5d', '8d']","['9s', '3d']","['3h', '2d']",,4s,100,100
897,Flop,1,35596,-35596,CHECK,0,"['5d', '8d']","['9s', '3d']","['3h', '2d', '7h']",,4s,100,100
897,Flop,0,35596,-35596,CHECK,0,"['5d', '8d']","['9s', '3d']","['3h', '2d', '7h']",,4s,100,100
897,Turn,1,35596,-35596,CHECK,0,"['5d', '8d']","['9s', '3d']","['3h', '2d', '7h', 'Ah']",,4s,100,100
897,Turn,0,35596,-35596,CHECK,0,"['5d', '8d']","['9s', '3d']","['3h', '2d', '7h', 'Ah']",,4s,100,100
897,River,1,35596,-35596,FOLD,0,"['5d', '8d']","['9s', '3d']","['3h', '2d', '7h', 'Ah', '5h']",,4s,100,100
898,Pre-Flop,0,35696,-35696,RAISE,98,"['7h', '9d']","['3h', '2h']","['Ah', '8d']",,,1,1
898,Pre-Flop,1,35696,-35696,CALL,0,"['7h', '9d']","['3h', '2h']","['Ah', '8d']",,,2,2
898,Flop,0,35696,-35696,CHECK,0,"['7h', '9d']","['3h', '2h']","['Ah', '8d', '5d']",,,100,100
898,Flop,1,35696,-35696,DISCARD,0,"['7h', '9d']","['3h', '2h']","['Ah', '8d', '5d']",,,100,100
898,Flop,1,35696,-35696,CHECK,0,"['7h', '9d']","['7s', '2h']","['Ah', '8d', '5d']",,3h,100,100
898,Turn,0,35696,-35696,CHECK,0,"['7h', '9d']","['7s', '2h']","['Ah', '8d', '5d', '7d']",,3h,100,100
898,Turn,1,35696,-35696,FOLD,0,"['7h', '9d']","['7s', '2h']","['Ah', '8d', '5d', '7d']",,3h,100,100
899,Pre-Flop,1,35796,-35796,CALL,0,"['2h', '3d']","['9d', '8d']","['5s', '3h']",,,1,1
899,Pre-Flop,0,35796,-35796,RAISE,98,"['2h', '3d']","['9d', '8d']","['5s', '3h']",,,2,2
899,Pre-Flop,1,35796,-35796,CALL,0,"['2h', '3d']","['9d', '8d']","['5s', '3h']",,,2,2
899,Pre-Flop,0,35796,-35796,CHECK,0,"['2h', '3d']","['9d', '8d']","['5s', '3h']",,,100,100
899,Flop,1,35796,-35796,FOLD,0,"['2h', '3d']","['9d', '8d']","['5s', '3h', '5h']",,,100,100
900,Pre-Flop,0,35896,-35896,RAISE,98,"['3s', '2h']","['2s', '5s']","['Ah', '6d']",,,1,1
900,Pre-Flop,1,35896,-35896,CALL,0,"['3s', '2h']","['2s', '5s']","['Ah', '6d']",,,2,2
900,Flop,0,35896,-35896,CHECK,0,"['3s', '2h']","['2s', '5s']","['Ah', '6d', '7s']",,,100,100
900,Flop,1,35896,-35896,DISCARD,0,"['3s', '2h']","['2s', '5s']","['Ah', '6d', '7s']",,,100,100
900,Flop,1,35896,-35896,FOLD,0,"['3s', '2h']","['7h', '5s']","['Ah', '6d', '7s']",,2s,100,100
901,Pre-Flop,1,35996,-35996,FOLD,0,"['5h', '6h']","['As', '5d']","['2h', '8s']",,,1,1
902,Pre-Flop,0,35997,-35997,RAISE,98,"['7h', '8h']","['4h', '6d']","['5h', '7d']",,,1,1
902,Pre-Flop,1,35997,-35997,DISCARD,0,"['7h', '8h']","['4h', '6d']","['5h', '7d']",,,2,2
902,Pre-Flop,1,35997,-35997,FOLD,0,"['7h', '8h']","['6h', '6d']","['5h', '7d']",,4h,2,2
903,Pre-Flop,1,35999,-35999,FOLD,0,"['As', '9d']","['8s', 'Ah']","['7h', '4h']",,,1,1
904,Pre-Flop,0,36000,-36000,RAISE,98,"['5h', '7d']","['3d', '8s']","['3s', '6s']",,,1,1
904,Pre-Flop,1,36000,-36000,CALL,0,"['5h', '7d']","['3d', '8s']","['3s', '6s']",,,2,2
904,Flop,0,36000,-36000,CHECK,0,"['5h', '7d']","['3d', '8s']","['3s', '6s', '6h']",,,100,100
904,Flop,1,36000,-36000,DISCARD,0,"['5h', '7d']","['3d', '8s']","['3s', '6s', '6h']",,,100,100
904,Flop,1,36000,-36000,CHECK,0,"['5h', '7d']","['3h', '8s']","['3s', '6s', '6h']",,3d,100,100
904,Turn,0,36000,-36000,CHECK,0,"['5h', '7d']","['3h', '8s']","['3s', '6s', '6h', '9h']",,3d,100,100
904,Turn,1,36000,-36000,CHECK,0,"['5h', '7d']","['3h', '8s']","['3s', '6s', '6h', '9h']",,3d,100,100
904,River,0,36000,-36000,CHECK,0,"['5h', '7d']","['3h', '8s']","['3s', '6s', '6h', '9h', '5d']",,3d,100,100
904,River,1,36000,-36000,FOLD,0,"['5h', '7d']","['3h', '8s']","['3s', '6s', '6h', '9h', '5d']",,3d,100,100
905,Pre-Flop,1,36100,-36100,DISCARD,0,"['5s', '6h']","['Ah', '7s']","['4d', '4s']",,,1,1
905,Pre-Flop,1,36100,-36100,FOLD,0,"['5s', '6h']","['Ah', '2s']","['4d', '4s']",,7s,1,1
906,Pre-Flop,0,36101,-36101,RAISE,98,"['As', 'Ad']","['2d', '6s']","['4s', '5d']",,,1,1
906,Pre-Flop,1,36101,-36101,DISCARD,0,"['As', 'Ad']","['2d', '6s']","['4s', '5d']",,,2,2
906,Pre-Flop,1,36101,-36101,CALL,0,"['As', 'Ad']","['2d', '3s']","['4s', '5d']",,6s,2,2
906,Flop,0,36101,-36101,CHECK,0,"['As', 'Ad']","['2d', '3s']","['4s', '5d', '4h']",,6s,100,100
906,Flop,1,36101,-36101,CHECK,0,"['As', 'Ad']","['2d', '3s']","['4s', '5d', '4h']",,6s,100,100
906,Turn,0,36101,-36101,CHECK,0,"['As', 'Ad']","['2d', '3s']","['4s', '5d', '4h', '6d']",,6s,100,100
906,Turn,1,36101,-36101,FOLD,0,"['As', 'Ad']","['2d', '3s']","['4s', '5d', '4h', '6d']",,6s,100,100
907,Pre-Flop,1,36201,-36201,CALL,0,"['As', '3h']","['4d', '9d']","['Ah', '8s']",,,1,1
907,Pre-Flop,0,36201,-36201,RAISE,98,"['As', '3h']","['4d', '9d']","['Ah', '8s']",,,2,2
907,Pre-Flop,1,36201,-36201,FOLD,0,"['As', '3h']","['4d', '9d']","['Ah', '8s']",,,2,2
908,Pre-Flop,0,36203,-36203,RAISE,98,"['3d', '6h']","['8h', '5s']","['7h', '7s']",,,1,1
908,Pre-Flop,1,36203,-36203,FOLD,0,"['3d', '6h']","['8h', '5s']","['7h', '7s']",,,2,2
909,Pre-Flop,1,36205,-36205,CALL,0,"['As', '8s']","['Ah', '5s']","['3h', '9d']",,,1,1
909,Pre-Flop,0,36205,-36205,RAISE,98,"['As', '8s']","['Ah', '5s']","['3h', '9d']",,,2,2
909,Pre-Flop,1,36205,-36205,DISCARD,0,"['As', '8s']","['Ah', '5s']","['3h', '9d']",,,2,2
909,Pre-Flop,1,36205,-36205,CALL,0,"['As', '8s']","['5d', '5s']","['3h', '9d']",,Ah,2,2
909,Pre-Flop,0,36205,-36205,CHECK,0,"['As', '8s']","['5d', '5s']","['3h', '9d']",,Ah,100,100
909,Flop,1,36205,-36205,CHECK,0,"['As', '8s']","['5d', '5s']","['3h', '9d', '4h']",,Ah,100,100
909,Flop,0,36205,-36205,CHECK,0,"['As', '8s']","['5d', '5s']","['3h', '9d', '4h']",,Ah,100,100
909,Turn,1,36205,-36205,FOLD,0,"['As', '8s']","['5d', '5s']","['3h', '9d', '4h', '6d']",,Ah,100,100
910,Pre-Flop,0,36305,-36305,RAISE,98,"['8h', 'Ad']","['9d', '9s']","['6s', '2s']",,,1,1
910,Pre-Flop,1,36305,-36305,CALL,0,"['8h', 'Ad']","['9d', '9s']","['6s', '2s']",,,2,2
910,Flop,0,36305,-36305,CHECK,0,"['8h', 'Ad']","['9d', '9s']","['6s', '2s', '7d']",,,100,100
910,Flop,1,36305,-36305,FOLD,0,"['8h', 'Ad']","['9d', '9s']","['6s', '2s', '7d']",,,100,100
911,Pre-Flop,1,36405,-36405,CALL,0,"['2h', '6s']","['3s', '5s']","['2d', '3d']",,,1,1
911,Pre-Flop,0,36405,-36405,RAISE,98,"['2h', '6s']","['3s', '5s']","['2d', '3d']",,,2,2
911,Pre-Flop,1,36405,-36405,FOLD,0,"['2h', '6s']","['3s', '5s']","['2d', '3d']",,,2,2
912,Pre-Flop,0,36407,-36407,RAISE,98,"['6h', '3s']","['9d', '7d']","['4s', '8s']",,,1,1
912,Pre-Flop,1,36407,-36407,CALL,0,"['6h', '3s']","['9d', '7d']","['4s', '8s']",,,2,2
912,Flop,0,36407,-36407,CHECK,0,"['6h', '3s']","['9d', '7d']","['4s', '8s', '2s']",,,100,100
912,Flop,1,36407,-36407,DISCARD,0,"['6h', '3s']","['9d', '7d']","['4s', '8s', '2s']",,,100,100
912,Flop,1,36407,-36407,CHECK,0,"['6h', '3s']","['6s', '7d']","['4s', '8s', '2s']",,9d,100,100
912,Turn,0,36407,-36407,CHECK,0,"['6h', '3s']","['6s', '7d']","['4s', '8s', '2s', '6d']",,9d,100,100
912,Turn,1,36407,-36407,CHECK,0,"['6h', '3s']","['6s', '7d']","['4s', '8s', '2s', '6d']",,9d,100,100
912,River,0,36407,-36407,CHECK,0,"['6h', '3s']","['6s', '7d']","['4s', '8s', '2s', '6d', '8d']",,9d,100,100
912,River,1,36407,-36407,FOLD,0,"['6h', '3s']","['6s', '7d']","['4s', '8s', '2s', '6d', '8d']",,9d,100,100
913,Pre-Flop,1,36507,-36507,CALL,0,"['6s', '4s']","['6h', '2h']","['7d', '3s']",,,1,1
913,Pre-Flop,0,36507,-36507,RAISE,98,"['6s', '4s']","['6h', '2h']","['7d', '3s']",,,2,2
913,Pre-Flop,1,36507,-36507,FOLD,0,"['6s', '4s']","['6h', '2h']","['7d', '3s']",,,2,2
914,Pre-Flop,0,36509,-36509,RAISE,98,"['4d', '5s']","['3s', '2d']","['7h', '2s']",,,1,1
914,Pre-Flop,1,36509,-36509,DISCARD,0,"['4d', '5s']","['3s', '2d']","['7h', '2s']",,,2,2
914,Pre-Flop,1,36509,-36509,FOLD,0,"['4d', '5s']","['Ad', '2d']","['7h', '2s']",,3s,2,2
915,Pre-Flop,1,36511,-36511,FOLD,0,"['8h', '5h']","['4s', '5s']","['7h', '5d']",,,1,1
916,Pre-Flop,0,36512,-36512,RAISE,98,"['7d', '5h']","['6s', '4h']","['7s', '2h']",,,1,1
916,Pre-Flop,1,36512,-36512,CALL,0,"['7d', '5h']","['6s', '4h']","['7s', '2h']",,,2,2
916,Flop,0,36512,-36512,CHECK,0,"['7d', '5h']","['6s', '4h']","['7s', '2h', '5s']",,,100,100
916,Flop,1,36512,-36512,CHECK,0,"['7d', '5h']","['6s', '4h']","['7s', '2h', '5s']",,,100,100
916,Turn,0,36512,-36512,CHECK,0,"['7d', '5h']","['6s', '4h']","['7s', '2h', '5s', '9h']",,,100,100
916,Turn,1,36512,-36512,CHECK,0,"['7d', '5h']","['6s', '4h']","['7s', '2h', '5s', '9h']",,,100,100
